account_id,performance_date,origination_date,months_on_book,vintage,original_balance,current_balance,scheduled_payment,interest_rate,original_term,remaining_term,delinquency_bucket,status,terminal_event,default_flag,recovery_amount,loss_amount,exposure_at_default,delinquency_state,lgd_realised,workout_months,collections_referral_flag,marketing_segment_code
3402,2015-01-01,2013-05-01,20,2013,38759.0,38759.0,794.5309196336351,0.08464161011442034,60,40,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,735
3405,2015-01-01,2012-04-01,33,2012,9274.0,9274.0,222.6800369629105,0.15420486817366133,60,27,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,428
3407,2015-01-01,2012-04-01,33,2012,9229.0,9229.0,251.59586585696104,0.13870268975379485,48,15,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,997
3408,2015-01-01,2014-03-01,10,2014,38790.0,38790.0,677.4054930122205,0.07856806071268287,72,62,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,320
3411,2015-01-01,2013-09-01,16,2013,16542.0,16542.0,298.08141890426833,0.08988181863618229,72,56,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,313
3413,2015-01-01,2014-04-01,9,2014,50972.0,50972.0,1763.9837845849336,0.1488066304354274,36,27,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,102
3414,2015-01-01,2013-01-01,24,2013,6298.0,6298.0,206.81585111062034,0.11210174389498921,36,12,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,904
3421,2015-01-01,2010-01-01,60,2010,12972.0,12972.0,253.94963769487018,0.1205105548429049,72,12,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,545
3422,2015-01-01,2012-09-01,28,2012,10176.0,10176.0,316.2243619536589,0.07433110938718843,36,8,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,503
3434,2015-01-01,2014-05-01,8,2014,14840.0,14840.0,290.22891718252566,0.1201348289272036,72,64,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,562
3441,2015-01-01,2011-03-01,46,2011,17147.0,17147.0,344.9720184537343,0.13084074253746564,72,26,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,671
3444,2015-01-01,2010-06-01,55,2010,13578.0,13578.0,275.2662775913413,0.07992827813344817,60,5,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,303
3446,2015-01-01,2013-09-01,16,2013,24580.0,24580.0,604.8804971209773,0.08415959198015718,48,32,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,873
3450,2015-01-01,2011-11-01,38,2011,11517.0,11517.0,308.4912301550924,0.12915807858385317,48,10,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,856
3462,2015-01-01,2014-03-01,10,2014,18885.0,18885.0,599.5977654413351,0.08892980589698032,36,26,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,566
3467,2015-01-01,2010-08-01,53,2010,10444.0,10444.0,217.96531345428525,0.09229482553065786,60,7,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,461
3468,2015-01-01,2013-09-01,16,2013,18804.0,18804.0,448.93949526551086,0.1516129693174087,60,44,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,181
3476,2015-01-01,2012-07-01,30,2012,11749.0,11749.0,273.9682097477078,0.1409672660286891,60,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,156
3477,2015-01-01,2014-05-01,8,2014,14148.0,14148.0,330.1570233942369,0.14130476784777318,60,52,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,744
3491,2015-01-01,2012-11-01,26,2012,12628.0,12628.0,286.76192904447095,0.12912723102115922,60,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,172
3493,2015-01-01,2012-02-01,35,2012,23828.0,23828.0,507.0489708962531,0.1006602006506932,60,25,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,601
3498,2015-01-01,2013-07-01,18,2013,35201.0,35201.0,972.7005793456117,0.14608612188965558,48,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,182
3502,2015-01-01,2013-08-01,17,2013,14495.0,14495.0,324.6829445077199,0.12306518145131339,60,43,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,260
3503,2015-01-01,2014-08-01,5,2014,20683.0,20683.0,582.966400565218,0.15697855869117633,48,43,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,632
3509,2015-01-01,2013-02-01,23,2013,19636.0,19636.0,480.8666123584228,0.08161987390151682,48,25,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,968
3513,2015-01-01,2013-03-01,22,2013,41625.0,41625.0,914.8759795810687,0.1147289526433649,60,38,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,686
3519,2015-01-01,2013-07-01,18,2013,17658.0,17658.0,395.9590588659108,0.12354056152866799,60,42,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,319
3520,2015-01-01,2011-04-01,45,2011,6199.0,6199.0,170.6760567039219,0.14410491013222876,48,3,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,605
3521,2015-01-01,2011-07-01,42,2011,32810.0,32810.0,612.6075857411724,0.10287936869905845,72,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,287
3524,2015-01-01,2014-03-01,10,2014,5349.0,5349.0,117.64370561388215,0.1150195457499596,60,50,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,454
3526,2015-01-01,2012-09-01,28,2012,40868.0,40868.0,925.943448310025,0.12811962726368487,60,32,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,202
3528,2015-01-01,2013-03-01,22,2013,37882.0,37882.0,983.3948620517522,0.11234237940896408,48,26,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,599
3530,2015-01-01,2013-03-01,22,2013,7248.0,7248.0,123.303466562789,0.06923023718491089,72,50,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,966
3531,2015-01-01,2014-04-01,9,2014,34749.0,34749.0,694.3856993232893,0.07384054723260976,60,51,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,387
3536,2015-01-01,2014-04-01,9,2014,12521.0,12521.0,252.86807094046458,0.0783080522072564,60,51,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,877
3539,2015-01-01,2011-07-01,42,2011,21066.0,21066.0,486.3481330699445,0.13649379533757516,60,18,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,777
3540,2015-01-01,2011-10-01,39,2011,12519.0,12519.0,286.09860943164983,0.1319525716765682,60,21,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,309
3541,2015-01-01,2014-05-01,8,2014,14678.0,14678.0,300.1268353455347,0.08356404065762903,60,52,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,982
3545,2015-01-01,2014-01-01,12,2014,16432.0,16432.0,292.5315306940743,0.08549070755658317,72,60,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,273
3549,2015-01-01,2013-10-01,15,2013,39380.0,39380.0,678.7166955695999,0.07386204628223822,72,57,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,767
3552,2015-01-01,2010-12-01,49,2010,10933.0,10933.0,187.66059314189718,0.0724024373037752,72,23,Current,Paid off,payoff,0,0.0,0.0,0.0,0,0.0,0.0,0,909
3553,2015-01-01,2012-11-01,26,2012,4563.0,4563.0,78.87985193965089,0.07493242441366091,72,46,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,769
3556,2015-01-01,2012-08-01,29,2012,4543.0,4543.0,75.20681804176763,0.05960904597473601,72,43,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,821
3557,2015-01-01,2011-08-01,41,2011,11415.0,11415.0,286.3011409386061,0.17424012330674712,60,19,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,142
3560,2015-01-01,2014-09-01,4,2014,10301.0,10301.0,268.07745159664506,0.11367614895848371,48,44,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,441
3561,2015-01-01,2013-01-01,24,2013,17780.0,17780.0,567.6179272939715,0.09267802373845799,36,12,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,212
3562,2015-01-01,2011-11-01,38,2011,13849.0,13849.0,351.9870415107672,0.10111287290282744,48,10,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,611
3576,2015-01-01,2010-08-01,53,2010,10091.0,10091.0,204.59457875433853,0.13379500292258642,72,19,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,427
3581,2015-01-01,2014-02-01,11,2014,13008.0,13008.0,221.85366201724977,0.07012836056127493,72,61,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,555
3585,2015-01-01,2012-08-01,29,2012,37433.0,37433.0,821.9683807467667,0.11431809106011585,60,31,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,509
3588,2015-01-01,2011-03-01,46,2011,22799.0,22799.0,563.9723438418229,0.08687061579445754,48,2,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,466
3590,2015-01-01,2013-07-01,18,2013,17490.0,17490.0,392.91927761261115,0.12435936947642887,60,42,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,163
3592,2015-01-01,2013-08-01,17,2013,17523.0,17523.0,327.4212729484794,0.10315294193576377,72,55,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,684
3595,2015-01-01,2010-12-01,49,2010,40661.0,40661.0,857.2275880685193,0.09664424187195182,60,11,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,379
3610,2015-01-01,2012-08-01,29,2012,27079.0,27079.0,542.4847879290444,0.0749045447914923,60,31,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,826
3615,2015-01-01,2012-05-01,32,2012,4977.0,4977.0,112.72192141458127,0.12795584472287527,60,28,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,925
3618,2015-01-01,2014-04-01,9,2014,29447.0,29447.0,588.2129177334197,0.1281255277330694,72,63,30 DPD,Delinquent,none,0,0.0,0.0,0.0,1,0.0,0.0,0,280
3621,2015-01-01,2013-10-01,15,2013,15403.0,15403.0,329.7097485076909,0.10321444799798064,60,45,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,228
3622,2015-01-01,2013-07-01,18,2013,24503.0,24503.0,698.9185530784587,0.16357667239582438,48,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,885
3632,2015-01-01,2014-05-01,8,2014,16431.0,16431.0,527.5376799077658,0.09656685098092695,36,28,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,243
3658,2015-01-01,2014-10-01,3,2014,11077.0,11077.0,212.19957514700425,0.05620374873100371,60,57,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,184
3669,2015-01-01,2014-05-01,8,2014,34103.0,34103.0,784.4161528258016,0.13483570325169342,60,52,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,566
3671,2015-01-01,2012-11-01,26,2012,13365.0,13365.0,288.0292348647828,0.10615193071958087,60,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,454
3678,2015-01-01,2014-04-01,9,2014,14479.0,14479.0,313.18105309988164,0.15887629702381229,72,63,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,976
3679,2015-01-01,2014-10-01,3,2014,31463.0,31463.0,714.23196912573,0.12897614154305942,60,57,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,254
3698,2015-01-01,2010-02-01,59,2010,24530.0,24530.0,494.05582904630796,0.0771627774616223,60,1,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,430
3705,2015-01-01,2013-06-01,19,2013,20436.0,20436.0,648.0944083022754,0.08814284893159985,36,17,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,682
3712,2015-01-01,2014-01-01,12,2014,45338.0,45338.0,968.2616871947247,0.10222147307730059,60,48,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,435
3720,2015-01-01,2010-02-01,59,2010,24681.0,24681.0,568.5172253536485,0.13548055235769052,60,1,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,845
3727,2015-01-01,2014-10-01,3,2014,29050.0,29050.0,835.8973128359531,0.16844072733159757,48,45,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,186
3731,2015-01-01,2014-01-01,12,2014,7026.0,7026.0,173.808273546023,0.08689504365122726,48,36,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,627
3733,2015-01-01,2012-07-01,30,2012,16741.0,16741.0,386.3046054330027,0.13627065362698754,60,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,734
3735,2015-01-01,2010-05-01,56,2010,31100.0,31100.0,511.7225902048498,0.057478096575904344,72,16,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,338
3748,2015-01-01,2012-02-01,35,2012,8302.0,8302.0,203.0280059963865,0.08090259866453818,48,13,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,871
3749,2015-01-01,2014-10-01,3,2014,11605.0,11605.0,308.4757748282417,0.12502598643471527,48,45,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,357
3751,2015-01-01,2013-03-01,22,2013,19211.0,19211.0,515.7684867357093,0.13040417778427635,48,26,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,601
3757,2015-01-01,2013-08-01,17,2013,67721.0,67721.0,2286.526389733526,0.13145174181834185,36,19,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,418
3761,2015-01-01,2012-12-01,25,2012,29126.0,29126.0,725.4098809593125,0.09043961189300297,48,23,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,264
3762,2015-01-01,2013-01-01,24,2013,29971.0,29971.0,610.395957895081,0.08187440742386103,60,36,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,955
3766,2015-01-01,2014-08-01,5,2014,12565.0,12565.0,264.0676523346484,0.09529188480774936,60,55,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,516
3768,2015-01-01,2011-12-01,37,2011,40603.0,40603.0,868.4321810714465,0.10286674133482604,60,23,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,449
3771,2015-01-01,2015-01-01,0,2015,43427.0,43427.0,883.5743701700885,0.08145706015104007,60,60,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,677
3772,2015-01-01,2012-06-01,31,2012,10801.0,10801.0,226.6691628189105,0.09467417932113802,60,29,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,404
3786,2015-01-01,2012-02-01,35,2012,23516.0,23516.0,553.9047451466981,0.1455000846104376,60,25,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,456
3793,2015-01-01,2014-07-01,6,2014,23196.0,23196.0,712.5540853609737,0.0665331600854721,36,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,181
3795,2015-01-01,2012-06-01,31,2012,5978.0,5978.0,128.68718757989504,0.15699619902508719,72,41,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,246
3804,2015-01-01,2010-01-01,60,2010,10018.0,10018.0,200.14775085645456,0.07375445386669334,60,0,Current,Matured,matured,0,0.0,0.0,0.0,0,0.0,0.0,0,287
3805,2015-01-01,2014-12-01,1,2014,8852.0,8852.0,200.97641632561806,0.1290421284227446,60,59,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,426
3819,2015-01-01,2011-11-01,38,2011,7202.0,7202.0,130.37160667169778,0.0915415200280085,72,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,373
3836,2015-01-01,2012-03-01,34,2012,7202.0,7202.0,171.65985604854373,0.150858657400282,60,26,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,728
3839,2015-01-01,2014-01-01,12,2014,9925.0,9925.0,249.5698819763193,0.0954698519763055,48,36,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,963
3846,2015-01-01,2013-07-01,18,2013,25866.0,25866.0,518.5877816036889,0.12952441967228653,72,54,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,974
3852,2015-01-01,2012-01-01,36,2012,47064.0,47064.0,1263.2650739623273,0.13028070856598417,48,12,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,536
3866,2015-01-01,2012-06-01,31,2012,14594.0,14594.0,269.94099103641577,0.09942213524930793,72,41,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,507
3870,2015-01-01,2009-05-01,68,2009,31699.0,31699.0,575.1852375437301,0.09240673320348361,72,4,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,116
3875,2015-01-01,2015-01-01,0,2015,6830.0,6830.0,142.33179522311778,0.0916640235084995,60,60,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,959
3884,2015-01-01,2011-12-01,37,2011,10151.0,10151.0,203.38315466526245,0.07495426305724494,60,23,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,133
3889,2015-01-01,2011-12-01,37,2011,35809.0,35809.0,700.3686834270937,0.1201588504078812,72,35,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,345
3892,2015-01-01,2012-05-01,32,2012,10185.0,10185.0,202.48175086026703,0.07167642155141482,60,28,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,734
3895,2015-01-01,2013-12-01,13,2013,23547.0,23547.0,511.5529293876773,0.10964574513942586,60,47,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,720
3897,2015-01-01,2012-10-01,27,2012,8070.0,8070.0,184.24940556944676,0.1804175304271279,72,45,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,511
3903,2015-01-01,2012-06-01,31,2012,20203.0,20203.0,492.53549903830725,0.07928395127523863,48,17,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,430
3904,2015-01-01,2010-03-01,58,2010,48372.0,48372.0,979.2583906370285,0.07932955314312802,60,2,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,487
3907,2015-01-01,2011-02-01,47,2011,48555.0,48555.0,1043.8335100099637,0.15647014056041905,72,25,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,790
3920,2015-01-01,2011-11-01,38,2011,18479.0,18479.0,416.5043649620665,0.12581345732218696,60,22,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,495
3923,2015-01-01,2014-09-01,4,2014,15231.0,15231.0,295.6235700423662,0.11728579181590701,72,68,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,153
3924,2015-01-01,2012-02-01,35,2012,21589.0,21589.0,677.345524361919,0.08082778548201111,36,1,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,553
3928,2015-01-01,2012-11-01,26,2012,7752.0,7752.0,164.4144022964282,0.09923225456829558,60,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,245
3929,2015-01-01,2011-12-01,37,2011,14900.0,14900.0,424.9180444020119,0.16346372076326476,48,11,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,373
3930,2015-01-01,2011-01-01,48,2011,17577.0,17577.0,443.3155883681131,0.09705415727874887,48,0,Current,Matured,matured,0,0.0,0.0,0.0,0,0.0,0.0,0,551
3931,2015-01-01,2010-05-01,56,2010,15335.0,15335.0,341.02891183257276,0.11988424703508982,60,4,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,384
3932,2015-01-01,2011-11-01,38,2011,36338.0,36338.0,684.1940034993719,0.10597594152009088,72,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,965
3938,2015-01-01,2011-01-01,48,2011,48054.0,48054.0,1354.239312718933,0.1568970565972093,48,0,Current,Matured,matured,0,0.0,0.0,0.0,0,0.0,0.0,0,408
3945,2015-01-01,2010-04-01,57,2010,26374.0,26374.0,507.5918054928186,0.05812888479829047,60,3,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,892
3949,2015-01-01,2014-01-01,12,2014,18719.0,18719.0,542.7733862598053,0.17271799631497328,48,36,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,232
3951,2015-01-01,2011-11-01,38,2011,16302.0,16302.0,274.4564669594064,0.06554214704632705,72,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,661
3958,2015-01-01,2013-06-01,19,2013,5854.0,5854.0,135.29328277207807,0.1369659582072973,60,41,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,694
3959,2015-01-01,2013-09-01,16,2013,27655.0,27655.0,660.9817004177571,0.15211291738152935,60,44,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,763
3964,2015-01-01,2014-04-01,9,2014,13939.0,13939.0,289.2920215843945,0.08991323706312226,60,51,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,700
3968,2015-01-01,2011-02-01,47,2011,21367.0,21367.0,565.6862751543067,0.1228658102389214,48,1,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,154
3970,2015-01-01,2009-10-01,63,2009,26257.0,26257.0,509.9249242680229,0.11750197990391333,72,9,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,858
3972,2015-01-01,2013-07-01,18,2013,22004.0,22004.0,535.3562256178092,0.20648049942321328,72,54,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,215
3986,2015-01-01,2013-06-01,19,2013,5904.0,5904.0,197.70697188262483,0.12569463994473468,36,17,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,852
3988,2015-01-01,2011-01-01,48,2011,22538.0,22538.0,572.9835212183806,0.10125710197803757,48,0,Current,Matured,matured,0,0.0,0.0,0.0,0,0.0,0.0,0,713
3996,2015-01-01,2011-04-01,45,2011,17900.0,17900.0,364.4588808680365,0.0817621150651779,60,15,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,236
3997,2015-01-01,2009-08-01,65,2009,7647.0,7647.0,137.22703579171406,0.088379428713836,72,7,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,603
3998,2015-01-01,2011-12-01,37,2011,18520.0,18520.0,405.2787848433033,0.11281961327546935,60,23,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,705
4015,2015-01-01,2010-10-01,51,2010,12948.0,12948.0,256.7556346069926,0.07060494611454718,60,9,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,902
4018,2015-01-01,2013-10-01,15,2013,4884.0,4884.0,128.24670297196965,0.11846515046433659,48,33,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,328
4020,2015-01-01,2014-04-01,9,2014,57492.0,57492.0,1643.5821445810388,0.16482523967386276,48,39,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,849
4023,2015-01-01,2014-03-01,10,2014,17792.0,17792.0,473.5359275981005,0.12571084072416663,48,38,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,796
4027,2015-01-01,2012-10-01,27,2012,15901.0,15901.0,293.71577560211836,0.09892212349428887,72,45,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,373
4029,2015-01-01,2013-09-01,16,2013,54784.0,54784.0,1850.636958201579,0.13179779794060942,36,20,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,652
4033,2015-01-01,2013-07-01,18,2013,33452.0,33452.0,575.2428649334363,0.07305472098244528,72,54,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,661
4034,2015-01-01,2013-07-01,18,2013,23591.0,23591.0,614.2142138242345,0.11391287931106542,48,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,792
4039,2015-01-01,2013-10-01,15,2013,11309.0,11309.0,284.7828541641484,0.09623106239086912,48,33,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,984
4040,2015-01-01,2013-07-01,18,2013,18912.0,18912.0,593.0354277163538,0.0804607746200951,36,18,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,384
4050,2015-01-01,2013-11-01,14,2013,30670.0,30670.0,744.9635176429887,0.15946515929039873,60,46,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,537
4052,2015-01-01,2012-02-01,35,2012,6008.0,6008.0,121.24530839508665,0.07799646016867706,60,25,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,981
4058,2015-01-01,2012-09-01,28,2012,8338.0,8338.0,162.97683916167247,0.06457558402573435,60,32,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,402
4059,2015-01-01,2009-10-01,63,2009,8683.0,8683.0,153.52936252936757,0.08303093197881284,72,9,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,973
4060,2015-01-01,2013-11-01,14,2013,15327.0,15327.0,543.8335377875175,0.16656606131547003,36,22,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,739
4063,2015-01-01,2011-06-01,43,2011,41232.0,41232.0,873.0756997796017,0.09852845992129243,60,17,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,806
4083,2015-01-01,2010-09-01,52,2010,8177.0,8177.0,175.49329287462572,0.10435210344156287,60,8,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,710
4090,2015-01-01,2014-11-01,2,2014,24368.0,24368.0,490.3330098589938,0.07676664075368754,60,58,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,801
4092,2015-01-01,2010-08-01,53,2010,6538.0,6538.0,111.25235394129597,0.06931779770712773,72,19,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,643
4096,2015-01-01,2012-07-01,30,2012,14641.0,14641.0,281.0498661320762,0.11315534758825554,72,42,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,857
4107,2015-01-01,2014-05-01,8,2014,11439.0,11439.0,254.1656023079606,0.11950051229973768,60,52,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,305
4108,2015-01-01,2013-04-01,21,2013,7954.0,7954.0,173.04248097510947,0.11026023942396136,60,39,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,333
4111,2015-01-01,2014-11-01,2,2014,49304.0,49304.0,1075.7835290858668,0.11154187224054951,60,58,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,573
4115,2015-01-01,2011-07-01,42,2011,14087.0,14087.0,242.90860543323905,0.07403578044520155,72,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,252
4121,2015-01-01,2012-08-01,29,2012,20746.0,20746.0,543.0718696953942,0.11680392969757508,48,19,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,514
4125,2015-01-01,2014-04-01,9,2014,12586.0,12586.0,311.2775273467704,0.16775542498982887,60,51,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,266
4131,2015-01-01,2013-11-01,14,2013,72618.0,72618.0,1346.2128157553873,0.10024668326326402,72,58,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,771
4141,2015-01-01,2012-06-01,31,2012,86880.0,86880.0,1684.0959599751732,0.11679956648662704,72,41,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,168
