account_id,performance_date,origination_date,months_on_book,vintage,original_balance,current_balance,scheduled_payment,interest_rate,original_term,remaining_term,delinquency_bucket,status,terminal_event,default_flag,recovery_amount,loss_amount,exposure_at_default,drawn_amount,committed_amount_t,delinquency_state,noi_current,dscr_reported,current_ltv,committed_amount,undrawn_amount,utilisation,lgd_realised,workout_months,watchlist_transfer_flag,appraiser_panel_code
6770,2008-01-01,2004-02-01,47,2004,7406547.0,7.406547e+06,109825.37307140425,0.06456007780988711,84,37,Current,Current,none,0,0.0,0.0,0.0,7.406547e+06,7.406547e+06,0,1.6950419e+06,1.4962114,63.667786,7406547.0,0.0,1.0,0.0,0.0,0,256
6771,2008-01-01,2005-03-01,34,2005,7254561.0,7.254561e+06,75241.73863913922,0.04516188083629106,120,86,Current,Current,none,0,0.0,0.0,0.0,7.254561e+06,7.254561e+06,0,1.0463928e+06,2.63706,55.48427,7254561.0,0.0,1.0,0.0,0.0,0,147
6779,2008-01-01,2004-05-01,44,2004,9328300.0,9.3283e+06,102321.33621924273,0.05733946891632357,120,76,Current,Current,none,0,0.0,0.0,0.0,9.3283e+06,9.3283e+06,0,2.5929395e+06,1.4830709,50.246815,9328300.0,0.0,1.0,0.0,0.0,0,962
6785,2008-01-01,2001-04-01,81,2001,11600842.0,1.1600842e+07,164093.2361093849,0.05023474317981922,84,3,Current,Current,none,0,0.0,0.0,0.0,1.1600842e+07,1.1600842e+07,0,1.5888535e+06,2.309691,44.272842,11600842.0,0.0,1.0,0.0,0.0,0,487
6788,2008-01-01,2007-12-01,1,2007,7057711.0,7.057711e+06,75502.34950891981,0.05186310356515396,120,119,Current,Current,none,0,0.0,0.0,0.0,7.057711e+06,7.057711e+06,0,1.2076648e+06,1.1031784,65.880745,7057711.0,0.0,1.0,0.0,0.0,0,207
6797,2008-01-01,2004-03-01,46,2004,5810928.0,5.810928e+06,108781.60702686128,0.046694701927012895,60,14,Current,Current,none,0,0.0,0.0,0.0,5.810928e+06,5.810928e+06,0,1.5098341e+06,2.0746512,41.081272,5810928.0,0.0,1.0,0.0,0.0,0,672
6809,2008-01-01,2007-05-01,8,2007,6742824.0,6.742824e+06,125203.62613250283,0.04335750618004621,60,52,Current,Current,none,0,0.0,0.0,0.0,6.742824e+06,6.742824e+06,0,995381.8,1.8513151,61.061058,6742824.0,0.0,1.0,0.0,0.0,0,980
6811,2008-01-01,2002-06-01,67,2002,4980472.0,4.980472e+06,53596.78820907883,0.05315403226411177,120,53,Current,Current,none,0,0.0,0.0,0.0,4.980472e+06,4.980472e+06,0,1.4179722e+06,2.20984,47.873592,4980472.0,0.0,1.0,0.0,0.0,0,991
6812,2008-01-01,2004-03-01,46,2004,29271744.0,2.9271744e+07,414668.90257210593,0.050686385587563484,84,38,Current,Current,none,0,0.0,0.0,0.0,2.9271744e+07,2.9271744e+07,0,1.6942879e+06,2.1151285,42.79981,29271744.0,0.0,1.0,0.0,0.0,0,659
6832,2008-01-01,2001-02-01,83,2001,27458158.0,2.7458158e+07,404724.4429064264,0.06272785192654473,84,1,Current,Current,none,0,0.0,0.0,0.0,2.7458158e+07,2.7458158e+07,0,2.2383808e+06,1.7116194,46.973404,27458158.0,0.0,1.0,0.0,0.0,0,813
6835,2008-01-01,2002-04-01,69,2002,15388996.102737695,1.5388996e+07,217884.17541015288,0.0505217837296257,84,15,Current,Current,none,0,0.0,0.0,0.0,1.5388996e+07,1.6931312e+07,0,461790.16,2.9702263,47.873592,16931313.0,1542317.0,0.9089074190524976,0.0,0.0,0,867
6836,2008-01-01,2007-05-01,8,2007,3248963.832382101,3.2489638e+06,61253.602315220785,0.04960785583036586,60,52,Current,Current,none,0,0.0,0.0,0.0,3.2489638e+06,8.007886e+06,0,1.5378794e+06,2.029392,70.05618,8007886.0,4758922.25,0.405720529737811,0.0,0.0,0,521
6841,2008-01-01,2003-10-01,51,2003,5759249.0,5.759249e+06,90634.48794936568,0.08302211907568074,84,33,Current,Current,none,0,0.0,0.0,0.0,5.759249e+06,5.759249e+06,0,1.0721968e+06,1.5788573,59.085014,5759249.0,0.0,1.0,0.0,0.0,0,981
6848,2008-01-01,2004-03-01,46,2004,7635032.0,7.635032e+06,146318.36597716567,0.05636176038743589,60,14,Current,Current,none,0,0.0,0.0,0.0,7.635032e+06,7.635032e+06,0,2.3935758e+06,2.250081,44.35468,7635032.0,0.0,1.0,0.0,0.0,0,658
6854,2008-01-01,2002-02-01,71,2002,15589888.0,1.5589888e+07,216404.75062497,0.04458993882198387,84,13,Current,Current,none,0,0.0,0.0,0.0,1.5589888e+07,1.5589888e+07,0,1.2381909e+06,2.5138423,54.58408,15589888.0,0.0,1.0,0.0,0.0,0,543
6856,2008-01-01,2004-03-01,46,2004,21507589.22376247,2.150759e+07,317266.9605877004,0.06297088420298032,84,38,Current,Current,none,0,0.0,0.0,0.0,2.150759e+07,2.4571904e+07,0,2.471086e+06,1.0872115,59.085014,24571905.0,3064315.0,0.8752919238455463,0.0,0.0,0,877
6876,2008-01-01,2003-10-01,51,2003,11263152.0,1.1263152e+07,165958.76854919366,0.06262380051309134,84,33,Current,Current,none,0,0.0,0.0,0.0,1.1263152e+07,1.1263152e+07,0,1.6572761e+06,1.6667911,42.063293,11263152.0,0.0,1.0,0.0,0.0,0,831
6884,2008-01-01,2007-09-01,4,2007,7661214.0,7.661214e+06,113287.28457815785,0.06371117350510574,84,80,Current,Current,none,0,0.0,0.0,0.0,7.661214e+06,7.661214e+06,0,2.1137505e+06,1.4006704,58.72914,7661214.0,0.0,1.0,0.0,0.0,0,503
6887,2008-01-01,2004-08-01,41,2004,7550869.0,7.550869e+06,145200.11184060297,0.05777669615650723,60,19,Current,Current,none,0,0.0,0.0,0.0,7.550869e+06,7.550869e+06,0,1.4487506e+06,1.765323,52.947376,7550869.0,0.0,1.0,0.0,0.0,0,998
6903,2008-01-01,1998-01-01,120,1998,15296129.0,1.5296129e+07,160213.37627415734,0.047280293060017596,120,0,Current,Matured,matured,0,0.0,0.0,0.0,1.5296129e+07,1.5296129e+07,0,1.8144065e+06,2.6561134,43.618164,15296129.0,0.0,1.0,0.0,0.0,0,383
6905,2008-01-01,2005-09-01,28,2005,6357844.297969117,6.3578445e+06,118209.99129086835,0.043894188022746944,60,32,Current,Paid off,payoff,0,0.0,0.0,0.0,6.3578445e+06,6.854885e+06,0,2.376194e+06,2.2854114,43.29082,6854885.0,497040.5,0.9274910520016018,0.0,0.0,0,374
6909,2008-01-01,2003-10-01,51,2003,24112481.0,2.411248e+07,448992.2091400822,0.044509827703213364,60,9,Current,Current,none,0,0.0,0.0,0.0,2.411248e+07,2.411248e+07,0,3.5240068e+06,2.5625958,33.306927,24112481.0,1.0,0.9999999585277018,0.0,0.0,0,575
6910,2008-01-01,2004-09-01,40,2004,3610358.008731126,3.610358e+06,67455.22565409304,0.0458963539916915,60,20,Current,Current,none,0,0.0,0.0,0.0,3.610358e+06,7.499928e+06,0,1.4819851e+06,2.6675632,39.199062,7499928.0,3889570.0,0.48138568796927117,0.0,0.0,0,676
6913,2008-01-01,2005-10-01,27,2005,25683282.0,2.5683282e+07,483478.8004173739,0.048982439666949915,60,33,Current,Current,none,0,0.0,0.0,0.0,2.5683282e+07,2.5683282e+07,0,5.1164965e+06,2.1070006,50.737823,25683282.0,0.0,1.0,0.0,0.0,0,410
6914,2008-01-01,1999-03-01,106,1999,16877587.0,1.6877588e+07,180344.1030723163,0.051609964138838456,120,14,Current,Current,none,0,0.0,0.0,0.0,1.6877588e+07,1.6877588e+07,0,8.829291e+06,2.1620567,35.025467,16877587.0,0.0,1.0,0.0,0.0,0,440
6919,2008-01-01,2007-03-01,10,2007,6588314.03220642,6.588314e+06,67283.38500158259,0.04184717857748846,120,110,Current,Current,none,0,0.0,0.0,0.0,6.588314e+06,1.1049918e+07,0,1.3161842e+06,1.7321385,66.43183,11049918.0,4461604.0,0.5962319358387999,0.0,0.0,0,894
6923,2008-01-01,2002-10-01,63,2002,61544327.0,6.154433e+07,929614.3972722774,0.070247756497651,84,21,Current,Current,none,0,0.0,0.0,0.0,6.154433e+07,6.154433e+07,0,2.2623732e+06,1.494526,60.55805,61544327.0,0.0,1.0,0.0,0.0,0,452
6928,2008-01-01,2006-06-01,19,2006,20354616.0,2.0354616e+07,291580.53387572756,0.05405081019503891,84,65,Current,Current,none,0,0.0,0.0,0.0,2.0354616e+07,2.0354616e+07,0,1.1339262e+06,1.7467699,68.787605,20354616.0,0.0,1.0,0.0,0.0,0,678
6934,2008-01-01,2001-12-01,73,2001,22734541.0,2.273454e+07,332875.04105258785,0.06069341376874501,84,11,Current,Current,none,0,0.0,0.0,0.0,2.273454e+07,2.273454e+07,0,2.0116136e+06,2.5679219,34.77996,22734541.0,1.0,0.9999999560140669,0.0,0.0,0,318
6954,2008-01-01,2007-03-01,10,2007,15999547.488027012,1.5999547e+07,305823.05250023224,0.05528850197513229,60,50,Current,Current,none,0,0.0,0.0,0.0,1.5999547e+07,1.8115256e+07,0,3.0635125e+06,1.607141,74.80119,18115257.0,2115710.0,0.8832083916888399,0.0,0.0,0,962
6969,2008-01-01,2006-03-01,22,2006,13264331.0,1.3264331e+07,248311.0514713515,0.04669538477242123,60,38,Current,Current,none,0,0.0,0.0,0.0,1.3264331e+07,1.3264331e+07,0,1.5704045e+06,2.670878,56.894608,13264331.0,0.0,1.0,0.0,0.0,0,661
6977,2008-01-01,2005-12-01,25,2005,2914154.0,2.914154e+06,42360.60272093415,0.05848757703306583,84,59,Current,Current,none,0,0.0,0.0,0.0,2.914154e+06,2.914154e+06,0,942550.44,1.778938,61.04906,2914154.0,0.0,1.0,0.0,0.0,0,217
6979,2008-01-01,2003-04-01,57,2003,2201710.0,2.20171e+06,23657.7248805948,0.05282473914171131,120,63,Current,Current,none,0,0.0,0.0,0.0,2.20171e+06,2.20171e+06,0,627493.5,2.902062,48.037262,2201710.0,0.0,1.0,0.0,0.0,0,601
6997,2008-01-01,2007-02-01,11,2007,15626651.0,1.5626651e+07,169541.83632606314,0.05493749942305203,120,109,Current,Current,none,0,0.0,0.0,0.0,1.5626651e+07,1.5626651e+07,0,791261.75,1.6173779,55.403152,15626651.0,0.0,1.0,0.0,0.0,0,345
7012,2008-01-01,2007-12-01,1,2007,6843616.0,6.843616e+06,134685.99022887798,0.06743765673679117,60,59,Current,Current,none,0,0.0,0.0,0.0,6.843616e+06,6.843616e+06,0,1.7652121e+06,1.7707093,73.355865,6843616.0,0.0,1.0,0.0,0.0,0,935
7014,2008-01-01,1999-12-01,97,1999,11557582.0,1.1557582e+07,126595.86103838742,0.057029984505912484,120,23,Current,Current,none,0,0.0,0.0,0.0,1.1557582e+07,1.1557582e+07,0,2.9632382e+06,1.4626122,56.9573,11557582.0,0.0,1.0,0.0,0.0,0,380
7028,2008-01-01,2001-02-01,83,2001,21763661.70213929,2.1763662e+07,322984.4771880619,0.06481619031736531,84,1,Current,Current,none,0,0.0,0.0,0.0,2.1763662e+07,2.2618002e+07,0,1.5135848e+06,2.016938,48.77378,22618002.0,854340.0,0.9622274328209892,0.0,0.0,0,477
7042,2008-01-01,2002-12-01,61,2002,17144607.0,1.7144608e+07,253909.55102596432,0.06418225622200839,84,23,Current,Current,none,0,0.0,0.0,0.0,1.7144608e+07,1.7144608e+07,0,3.1587028e+06,2.7441587,43.29082,17144607.0,0.0,1.0,0.0,0.0,0,856
7044,2008-01-01,2006-04-01,21,2006,2012890.6411893624,2.0128906e+06,29804.054112624795,0.06411429046228717,84,63,Current,Current,none,0,0.0,0.0,0.0,2.0128906e+06,6.162589e+06,0,374401.62,1.5959702,49.908962,6162589.0,4149698.375,0.32663067827499126,0.0,0.0,0,486
7047,2008-01-01,2005-04-01,33,2005,12595325.0,1.2595325e+07,152474.93117948767,0.07948713554725409,120,87,Current,Current,none,0,0.0,0.0,0.0,1.2595325e+07,1.2595325e+07,0,6.9584745e+06,2.1384764,40.917603,12595325.0,0.0,1.0,0.0,0.0,0,421
7048,2008-01-01,2003-05-01,56,2003,7484618.0,7.484618e+06,82374.32293206091,0.05807875316379981,120,64,Current,Current,none,0,0.0,0.0,0.0,7.484618e+06,7.484618e+06,0,703825.56,2.5405343,43.863667,7484618.0,0.0,1.0,0.0,0.0,0,230
7054,2008-01-01,2000-03-01,94,2000,4986519.0,4.986519e+06,55762.86464760394,0.06160307580404804,120,26,Current,Current,none,0,0.0,0.0,0.0,4.986519e+06,4.986519e+06,0,1.9676215e+06,1.8050102,53.765728,4986519.0,0.0,1.0,0.0,0.0,0,555
7064,2008-01-01,1998-10-01,111,1998,2522727.840334669,2.5227278e+06,28347.06716602416,0.062671338576183,120,9,Current,Current,none,0,0.0,0.0,0.0,2.5227278e+06,3.637135e+06,0,1.0230537e+06,2.0986,42.79981,3637135.0,1114407.25,0.6936030007134737,0.0,0.0,0,396
7068,2008-01-01,2005-04-01,33,2005,22073726.0,2.2073726e+07,418873.18460939615,0.05228498610663935,60,27,Current,Current,none,0,0.0,0.0,0.0,2.2073726e+07,2.2073726e+07,0,4.4353135e+06,2.0695157,37.971535,22073726.0,0.0,1.0,0.0,0.0,0,858
7073,2008-01-01,2001-04-01,81,2001,8772868.0,8.772868e+06,92183.43460629975,0.04797377729905303,120,39,Current,Current,none,0,0.0,0.0,0.0,8.772868e+06,8.772868e+06,0,1.0727134e+06,2.542124,40.672096,8772868.0,0.0,1.0,0.0,0.0,0,653
7078,2008-01-01,2005-12-01,25,2005,6391901.0,6.391901e+06,88404.4482867803,0.04350418613905129,84,59,Current,Current,none,0,0.0,0.0,0.0,6.391901e+06,6.391901e+06,0,2.7346182e+06,2.2055638,48.77378,6391901.0,0.0,1.0,0.0,0.0,0,101
7086,2008-01-01,2004-01-01,48,2004,7726362.811962096,7.726363e+06,112593.86492947482,0.05925126046117172,84,36,Current,Current,none,0,0.0,0.0,0.0,7.726363e+06,1.0962228e+07,0,1.8177314e+06,1.6035485,38.298874,10962228.0,3235865.0,0.7048168492755305,0.0,0.0,0,819
7088,2008-01-01,2005-08-01,29,2005,6045442.0,6.045442e+06,114675.58964613763,0.052129131441106674,60,31,Current,Current,none,0,0.0,0.0,0.0,6.045442e+06,6.045442e+06,0,1.4982289e+06,2.2625608,39.199062,6045442.0,0.0,1.0,0.0,0.0,0,417
7089,2008-01-01,2004-10-01,39,2004,43419482.0,4.341948e+07,812508.4522319696,0.0465370674067691,60,21,Current,Current,none,0,0.0,0.0,0.0,4.341948e+07,4.341948e+07,0,4.334408e+06,2.165113,39.44457,43419482.0,2.0,0.9999999539377278,0.0,0.0,0,720
7092,2008-01-01,2005-12-01,25,2005,11870547.0,1.1870547e+07,175074.80425121024,0.06291439622100237,84,59,Current,Current,none,0,0.0,0.0,0.0,1.1870547e+07,1.1870547e+07,0,1.3938214e+06,2.4376009,45.091194,11870547.0,0.0,1.0,0.0,0.0,0,761
7093,2008-01-01,2004-04-01,45,2004,6466206.0,6.466206e+06,90445.59182502862,0.0468726756993582,84,39,Current,Current,none,0,0.0,0.0,0.0,6.466206e+06,6.466206e+06,0,1.0487925e+06,1.7955925,32.40674,6466206.0,0.0,1.0,0.0,0.0,0,463
7096,2008-01-01,2001-05-01,80,2001,9875461.925882597,9.875462e+06,140120.25429957948,0.051165294067647915,84,4,Current,Current,none,0,0.0,0.0,0.0,9.875462e+06,2.589514e+07,0,2.475983e+06,2.2231514,43.781834,25895141.0,16019679.0,0.3813635152633461,0.0,0.0,0,676
7097,2008-01-01,2007-11-01,2,2007,27839138.099736243,2.7839138e+07,423539.78568315145,0.07247233009721454,84,82,Current,Current,none,0,0.0,0.0,0.0,2.7839138e+07,3.0065258e+07,0,5.3580365e+06,1.2473062,66.62094,30065258.0,2226120.0,0.9259570631324701,0.0,0.0,0,485
7106,2008-01-01,2007-07-01,6,2007,7838195.0,7.838195e+06,85355.0441909991,0.055746007342025006,120,114,Current,Current,none,0,0.0,0.0,0.0,7.838195e+06,7.838195e+06,0,510242.53,1.6206807,49.738148,7838195.0,0.0,1.0,0.0,0.0,0,905
7113,2008-01-01,2004-11-01,38,2004,19415709.0,1.9415708e+07,204434.2000921748,0.04841648593486492,120,82,Current,Current,none,0,0.0,0.0,0.0,1.9415708e+07,1.9415708e+07,0,2.352495e+06,1.6736873,38.953556,19415709.0,1.0,0.9999999484953138,0.0,0.0,0,722
7125,2008-01-01,2007-12-01,1,2007,17691373.0,1.7691372e+07,194628.29951327934,0.05798859204951782,120,119,Current,Current,none,0,0.0,0.0,0.0,1.7691372e+07,1.7691372e+07,0,1.5569376e+06,2.3328438,44.45206,17691373.0,1.0,0.9999999434752747,0.0,0.0,0,273
7148,2008-01-01,2006-12-01,13,2006,24757010.0,2.475701e+07,496457.39322495216,0.07532097771792867,60,47,Current,Current,none,0,0.0,0.0,0.0,2.475701e+07,2.475701e+07,0,7.881616e+06,2.4854422,67.21362,24757010.0,0.0,1.0,0.0,0.0,0,607
7154,2008-01-01,2003-04-01,57,2003,15185236.0,1.5185236e+07,207728.01151916766,0.04023450985621263,84,27,Current,Current,none,0,0.0,0.0,0.0,1.5185236e+07,1.5185236e+07,0,2.3065762e+06,1.8759582,44.109173,15185236.0,0.0,1.0,0.0,0.0,0,283
7155,2008-01-01,2005-03-01,34,2005,15696510.0,1.569651e+07,221759.46075456336,0.04987309884884636,84,50,Current,Current,none,0,0.0,0.0,0.0,1.569651e+07,1.569651e+07,0,1.3255442e+06,2.1974206,47.38258,15696510.0,0.0,1.0,0.0,0.0,0,328
7159,2008-01-01,2004-03-01,46,2004,6038371.0,6.038371e+06,113309.23097601386,0.04767427360330995,60,14,Current,Current,none,0,0.0,0.0,0.0,6.038371e+06,6.038371e+06,0,1.7512461e+06,2.762073,48.364605,6038371.0,0.0,1.0,0.0,0.0,0,810
7171,2008-01-01,2004-02-01,47,2004,13738001.0,1.3738001e+07,197537.1560065237,0.05518628787743798,84,37,Current,Current,none,0,0.0,0.0,0.0,1.3738001e+07,1.3738001e+07,0,3.6295422e+06,2.1563334,47.137077,13738001.0,0.0,1.0,0.0,0.0,0,399
7173,2008-01-01,2003-07-01,54,2003,5237163.0,5.237163e+06,76364.80363978917,0.0594317967532315,84,30,Current,Current,none,0,0.0,0.0,0.0,5.237163e+06,5.237163e+06,0,1.327311e+06,2.2263815,43.618164,5237163.0,0.0,1.0,0.0,0.0,0,836
7174,2008-01-01,2006-03-01,22,2006,5108671.084801559,5.108671e+06,100329.9859755435,0.06655689594928302,60,38,Current,Current,none,0,0.0,0.0,0.0,5.108671e+06,8.113027e+06,0,1.170802e+06,1.9319268,59.757812,8113027.0,3004356.0,0.6296874150671506,0.0,0.0,0,506
7176,2008-01-01,2007-10-01,3,2007,11947844.0,1.1947844e+07,218106.50341129518,0.036408350083006226,60,57,Current,Current,none,0,0.0,0.0,0.0,1.1947844e+07,1.1947844e+07,0,2.6544555e+06,2.2120965,45.00614,11947844.0,0.0,1.0,0.0,0.0,0,833
7181,2008-01-01,2005-01-01,36,2005,14287893.52929587,1.4287894e+07,285280.2925519407,0.07349639986859768,60,24,Current,Current,none,0,0.0,0.0,0.0,1.4287894e+07,2.7070002e+07,0,4.3554265e+06,2.1296313,56.384453,27070002.0,12782108.0,0.5278128165635155,0.0,0.0,0,850
7206,2008-01-01,2007-01-01,12,2007,21456553.0,2.1456552e+07,411494.8399402358,0.05666373475410232,60,48,Current,Current,none,0,0.0,0.0,0.0,2.1456552e+07,2.1456552e+07,0,2.565534e+06,1.7437527,74.96109,21456553.0,1.0,0.9999999533941915,0.0,0.0,0,628
7208,2008-01-01,2005-09-01,28,2005,3356536.297615418,3.3565362e+06,34872.7946012069,0.04553227671137628,120,92,Current,Current,none,0,0.0,0.0,0.0,3.3565362e+06,7.932322e+06,0,2.1422225e+06,2.0796487,37.071346,7932322.0,4575785.75,0.42314674694244636,0.0,0.0,0,889
7215,2008-01-01,2007-05-01,8,2007,3505684.0,3.505684e+06,66287.85847266047,0.050816859354561976,60,52,Current,Current,none,0,0.0,0.0,0.0,3.505684e+06,3.505684e+06,0,1.5814489e+06,1.8999764,53.335827,3505684.0,0.0,1.0,0.0,0.0,0,143
7221,2008-01-01,2007-07-01,6,2007,3770808.484511318,3.7708085e+06,72040.72351306413,0.05507985292640049,60,54,Current,Current,none,0,0.0,0.0,0.0,3.7708085e+06,9.069055e+06,0,476604.66,1.9836732,69.907974,9069055.0,5298246.5,0.4157884696917154,0.0,0.0,0,603
7224,2008-01-01,2007-09-01,4,2007,26137448.0,2.6137448e+07,495537.20566563786,0.051910731876915146,60,56,Current,Current,none,0,0.0,0.0,0.0,2.6137448e+07,2.6137448e+07,0,9.354628e+06,0.93979305,80.03795,26137448.0,0.0,1.0,0.0,0.0,0,664
7247,2008-01-01,2004-06-01,43,2004,24190341.0,2.419034e+07,448350.98065963114,0.04260466956811317,60,17,Current,Current,none,0,0.0,0.0,0.0,2.419034e+07,2.419034e+07,0,3.1699518e+06,2.1794531,38.462543,24190341.0,1.0,0.9999999586611863,0.0,0.0,0,349
7255,2008-01-01,2004-01-01,48,2004,37628228.0,3.7628228e+07,738754.4392281839,0.06642544614027375,60,12,Current,Current,none,0,0.0,0.0,0.0,3.7628228e+07,3.7628228e+07,0,3.9691375e+06,1.2164844,59.739697,37628228.0,0.0,1.0,0.0,0.0,0,588
7263,2008-01-01,2001-05-01,80,2001,45039089.0,4.503909e+07,664170.3953942931,0.0628700232237508,84,4,Current,Current,none,0,0.0,0.0,0.0,4.503909e+07,4.503909e+07,0,8.474095e+06,1.9850408,42.47247,45039089.0,1.0,0.9999999777970643,0.0,0.0,0,924
7276,2008-01-01,2006-04-01,21,2006,33513811.0,3.3513812e+07,656174.1985076399,0.0652789664335547,60,39,Current,Current,none,0,0.0,0.0,0.0,3.3513812e+07,3.3513812e+07,0,3.2200788e+06,1.8736577,70.02153,33513811.0,0.0,1.0,0.0,0.0,0,732
7279,2008-01-01,2005-08-01,29,2005,32941592.0,3.2941592e+07,465462.09567390144,0.04991512110505437,84,55,Current,Current,none,0,0.0,0.0,0.0,3.2941592e+07,3.2941592e+07,0,2.12003e+06,2.542018,39.60824,32941592.0,0.0,1.0,0.0,0.0,0,245
7280,2008-01-01,2007-01-01,12,2007,17772045.0,1.7772044e+07,262720.8790247095,0.06362206533122973,84,72,Current,Current,none,0,0.0,0.0,0.0,1.7772044e+07,1.7772044e+07,0,1.1809758e+06,2.2847538,50.652,17772045.0,1.0,0.9999999437318553,0.0,0.0,0,401
7284,2008-01-01,2000-12-01,85,2000,7997008.917859673,7.997009e+06,88307.79862350608,0.05881435795394996,120,35,Current,Current,none,0,0.0,0.0,0.0,7.997009e+06,2.5273342e+07,0,1.7830559e+06,1.8171309,50.901497,25273342.0,17276333.0,0.3164207171334919,0.0,0.0,0,564
7285,2008-01-01,2003-09-01,52,2003,11932121.0,1.1932121e+07,174148.40213047658,0.05971559939066235,84,32,Current,Current,none,0,0.0,0.0,0.0,1.1932121e+07,1.1932121e+07,0,3.772239e+06,1.8600271,53.274715,11932121.0,0.0,1.0,0.0,0.0,0,495
7286,2008-01-01,2007-11-01,2,2007,3667608.287594882,3.6676082e+06,70291.68177223462,0.056393253523373085,60,58,Current,Current,none,0,0.0,0.0,0.0,3.6676082e+06,5.227815e+06,0,1.4649874e+06,1.5276513,77.84238,5227815.0,1560206.75,0.7015566254735487,0.0,0.0,0,648
7288,2008-01-01,2003-06-01,55,2003,21380439.0,2.138044e+07,296926.977093276,0.04473386748616684,84,29,Current,Current,none,0,0.0,0.0,0.0,2.138044e+07,2.138044e+07,0,1.04676775e+06,1.6179123,57.530148,21380439.0,0.0,1.0,0.0,0.0,0,777
7291,2008-01-01,2004-11-01,38,2004,8267550.0,8.26755e+06,90687.2080276839,0.05734225637541703,120,82,Current,Current,none,0,0.0,0.0,0.0,8.26755e+06,8.26755e+06,0,1.0951011e+06,1.7557653,42.390633,8267550.0,0.0,1.0,0.0,0.0,0,990
7300,2008-01-01,2004-11-01,38,2004,7815166.959910028,7.815167e+06,105743.61703518037,0.036987307810550096,84,46,Current,Current,none,0,0.0,0.0,0.0,7.815167e+06,8.725073e+06,0,1.3213978e+06,1.8854755,48.855614,8725073.0,909906.0,0.8957136519087003,0.0,0.0,0,816
7304,2008-01-01,2001-01-01,84,2001,33390039.0,3.339004e+07,485513.51653086185,0.058581957177113696,84,0,Current,Matured,matured,0,0.0,0.0,0.0,3.339004e+07,3.339004e+07,0,5.7224355e+06,2.056058,44.272842,33390039.0,0.0,1.0,0.0,0.0,0,747
7305,2008-01-01,2007-08-01,5,2007,28463746.0,2.8463746e+07,553075.20664846,0.0621056950683988,60,55,Current,Current,none,0,0.0,0.0,0.0,2.8463746e+07,2.8463746e+07,0,2.1738912e+06,1.2770926,67.26444,28463746.0,0.0,1.0,0.0,0.0,0,763
7312,2008-01-01,2007-06-01,7,2007,3241254.129622193,3.2412542e+06,61111.303404103,0.049628435270469194,60,53,Current,Current,none,0,0.0,0.0,0.0,3.2412542e+06,5.530184e+06,0,341107.0,1.3398747,79.60893,5530184.0,2288929.75,0.5861024244401272,0.0,0.0,0,497
7316,2008-01-01,2002-05-01,68,2002,11641545.0,1.1641545e+07,130436.32236232149,0.06203230676429233,120,52,Current,Current,none,0,0.0,0.0,0.0,1.1641545e+07,1.1641545e+07,0,1.3526068e+06,1.6290965,60.967224,11641545.0,0.0,1.0,0.0,0.0,0,256
7317,2008-01-01,2004-04-01,45,2004,13327190.0,1.332719e+07,138623.96772713264,0.045782249765096504,120,75,Current,Current,none,0,0.0,0.0,0.0,1.332719e+07,1.332719e+07,0,2.00874e+06,1.8578511,52.783707,13327190.0,0.0,1.0,0.0,0.0,0,571
7320,2008-01-01,2007-09-01,4,2007,6674746.0,6.674746e+06,92063.63537983623,0.042686808046214275,84,80,Current,Current,none,0,0.0,0.0,0.0,6.674746e+06,6.674746e+06,0,1.1582454e+06,2.06853,77.54326,6674746.0,0.0,1.0,0.0,0.0,0,858
7322,2008-01-01,2006-08-01,17,2006,13887275.0,1.3887275e+07,142983.400601854,0.04358987254171914,120,103,Current,Current,none,0,0.0,0.0,0.0,1.3887275e+07,1.3887275e+07,0,2.5870978e+06,1.970445,43.51311,13887275.0,0.0,1.0,0.0,0.0,0,978
7346,2008-01-01,2002-12-01,61,2002,4971651.0,4.971651e+06,55080.884118624585,0.059540565744365906,120,59,Current,Current,none,0,0.0,0.0,0.0,4.971651e+06,4.971651e+06,0,1.3858901e+06,1.9056772,45.582207,4971651.0,0.0,1.0,0.0,0.0,0,650
7354,2008-01-01,2006-12-01,13,2006,12146885.0,1.2146885e+07,129534.107692179,0.05117295726825012,120,107,Current,Current,none,0,0.0,0.0,0.0,1.2146885e+07,1.2146885e+07,0,3.205131e+06,1.579136,65.91212,12146885.0,0.0,1.0,0.0,0.0,0,522
7357,2008-01-01,2003-08-01,53,2003,2913266.4357778234,2.9132665e+06,32411.716809140966,0.0604678423776203,120,67,Current,Current,none,0,0.0,0.0,0.0,2.9132665e+06,8.917699e+06,0,2.2578998e+06,1.682384,62.7676,8917699.0,6004432.5,0.3266836546064181,0.0,0.0,0,822
7362,2008-01-01,2003-01-01,60,2003,10359838.0,1.0359838e+07,149178.59390876308,0.05562450793579182,84,24,Current,Current,none,0,0.0,0.0,0.0,1.0359838e+07,1.0359838e+07,0,1.2907412e+06,2.903283,54.665913,10359838.0,0.0,1.0,0.0,0.0,0,629
7363,2008-01-01,2007-02-01,11,2007,3554961.414957312,3.5549615e+06,68969.09357331601,0.061460794889605694,60,49,Current,Current,none,0,0.0,0.0,0.0,3.5549615e+06,5.653208e+06,0,1.2619438e+06,1.3406976,60.33907,5653208.0,2098246.5,0.6288396782853205,0.0,0.0,0,851
