account_id,performance_date,origination_date,months_on_book,vintage,original_balance,current_balance,scheduled_payment,interest_rate,original_term,remaining_term,delinquency_bucket,status,terminal_event,default_flag,recovery_amount,loss_amount,exposure_at_default,delinquency_state,current_ltv,property_value_current,cltv,lgd_realised,workout_months,foreclosure_referral_flag,appraisal_vendor_code
1486,2015-01-01,2000-10-01,171,2000,110854.0,110854.0,435.55908967669427,0.024574535423079844,360,189,Current,Current,none,0,0.0,0.0,0.0,0,34.41262,322131.8,35.21262,0.0,0.0,0,247
1488,2015-01-01,2010-02-01,59,2010,124840.0,124840.0,480.46775497237144,0.02301279999692926,360,301,Current,Current,none,0,0.0,0.0,0.0,0,38.20996,326721.06,39.109962,0.0,0.0,0,873
1493,2015-01-01,2012-11-01,26,2012,94803.0,94803.0,478.61802740623557,0.044691742373225624,360,334,Current,Current,none,0,0.0,0.0,0.0,0,71.18264,133182.75,73.28264,0.0,0.0,0,181
1498,2015-01-01,2014-12-01,1,2014,289569.0,289569.0,2217.4988137826217,0.04515640754078729,180,179,Current,Current,none,0,0.0,0.0,0.0,0,67.38705,429710.2,80.08704,0.0,0.0,0,213
1499,2015-01-01,2007-12-01,85,2007,987855.0,987855.0,6927.110117915388,0.032203255329455026,180,95,Current,Current,none,0,0.0,0.0,0.0,0,79.978775,1.2351465e+06,81.27877,0.0,0.0,0,383
1502,2015-01-01,2005-09-01,112,2005,714437.0,714437.0,4715.403545802671,0.023556773528227305,180,68,Current,Current,none,0,0.0,0.0,0.0,0,75.861465,941765.3,76.46147,0.0,0.0,0,348
1503,2015-01-01,2013-09-01,16,2013,218266.0,218266.0,1640.164834237457,0.042336716570840933,180,164,Current,Current,none,0,0.0,0.0,0.0,0,63.10449,345880.3,63.50449,0.0,0.0,0,119
1507,2015-01-01,2003-06-01,139,2003,184798.0,184798.0,1039.401878535315,0.05414767968128996,360,221,Current,Current,none,0,0.0,0.0,0.0,0,53.055977,348307.6,58.355976,0.0,0.0,0,902
1514,2015-01-01,2007-07-01,90,2007,359449.0,359449.0,1442.6912722950017,0.026194988765522967,360,270,Current,Current,none,0,0.0,0.0,0.0,0,71.3167,504017.94,76.11671,0.0,0.0,0,874
1517,2015-01-01,2012-07-01,30,2012,286607.0,286607.0,1510.5951960717218,0.048395981592368874,360,330,Current,Current,none,0,0.0,0.0,0.0,0,71.51495,400765.16,72.31495,0.0,0.0,0,778
1521,2015-01-01,2008-07-01,78,2008,306168.0,306168.0,1227.688485115111,0.02612317336731497,360,282,Current,Current,none,0,0.0,0.0,0.0,0,68.38541,447709.56,86.485405,0.0,0.0,0,388
1524,2015-01-01,2007-05-01,92,2007,502267.0,502267.0,2625.3946902189723,0.047676043640738054,360,268,Current,Current,none,0,0.0,0.0,0.0,0,67.07193,748848.3,78.67193,0.0,0.0,1,693
1526,2015-01-01,2005-05-01,116,2005,217084.0,217084.0,952.4901210676924,0.03314709244470439,360,244,Current,Current,none,0,0.0,0.0,0.0,0,60.07495,361355.25,61.07495,0.0,0.0,0,852
1527,2015-01-01,2012-07-01,30,2012,219376.0,219376.0,833.3217030489197,0.022031325646140593,360,330,Current,Current,none,0,0.0,0.0,0.0,0,67.78298,323644.66,67.88298,0.0,0.0,0,258
1533,2015-01-01,2004-05-01,128,2004,233818.0,233818.0,841.0398283828995,0.018,360,232,Current,Current,none,0,0.0,0.0,0.0,0,81.02519,288574.44,82.52519,0.0,0.0,0,144
1535,2015-01-01,2008-03-01,82,2008,236381.0,236381.0,1192.0239056786668,0.04459483542274306,360,278,Current,Current,none,0,0.0,0.0,0.0,0,88.278046,267768.72,111.07805,0.0,0.0,0,291
1537,2015-01-01,2011-04-01,45,2011,1566601.0,1.566601e+06,6243.830892454837,0.025659652408008844,360,315,Current,Current,none,0,0.0,0.0,0.0,0,76.51196,2.0475241e+06,76.51196,0.0,0.0,0,140
1538,2015-01-01,2001-11-01,158,2001,337899.0,337899.0,2573.5656568292493,0.04434255721833519,180,22,Current,Current,none,0,0.0,0.0,0.0,0,54.632862,618490.4,54.732864,0.0,0.0,0,455
1540,2015-01-01,2011-10-01,39,2011,281324.0,281324.0,1310.9422177305232,0.038005767037348696,360,321,Current,Current,none,0,0.0,0.0,0.0,0,70.18559,400828.7,78.585594,0.0,0.0,0,453
1542,2015-01-01,2002-11-01,146,2002,418194.0,418194.0,1571.7838543216153,0.0212398622389239,360,214,Current,Current,none,0,0.0,0.0,0.0,0,47.54007,879666.4,48.74007,0.0,0.0,0,431
1543,2015-01-01,2009-06-01,67,2009,404448.0,404448.0,1722.3477923696641,0.030785361734396083,360,293,Current,Current,none,0,0.0,0.0,0.0,0,78.93802,512361.47,80.23802,0.0,0.0,0,432
1544,2015-01-01,2014-03-01,10,2014,191438.0,191438.0,767.1915636935641,0.026078677056697364,360,350,Current,Current,none,0,0.0,0.0,0.0,0,78.34436,244354.55,83.94436,0.0,0.0,0,339
1545,2015-01-01,2014-11-01,2,2014,399377.0,399377.0,1838.2376208232474,0.03699881556450134,360,358,Current,Current,none,0,0.0,0.0,0.0,0,78.79575,506850.9,81.695755,0.0,0.0,0,370
1546,2015-01-01,2001-12-01,157,2001,367826.0,367826.0,1323.0645883326704,0.018,360,203,Current,Current,none,0,0.0,0.0,0.0,0,51.034996,720732.9,63.734997,0.0,0.0,0,773
1547,2015-01-01,2000-08-01,173,2000,309169.0,309169.0,1121.0166166062988,0.01858631931867185,360,187,Current,Current,none,0,0.0,0.0,0.0,0,42.614326,725504.8,44.814327,0.0,0.0,0,194
1551,2015-01-01,2003-08-01,137,2003,284274.0,284274.0,1050.1199328504504,0.01995693248174647,360,223,Current,Current,none,0,0.0,0.0,0.0,0,62.73546,453131.28,66.83546,0.0,0.0,0,835
1553,2015-01-01,2008-06-01,79,2008,499291.0,499291.0,2131.2970939932757,0.030972069931619335,360,281,Current,Current,none,0,0.0,0.0,0.0,0,59.507557,839037.94,60.207558,0.0,0.0,0,748
1554,2015-01-01,2013-05-01,20,2013,511282.0,511282.0,2517.065143248133,0.04256229742686994,360,340,Current,Current,none,0,0.0,0.0,0.0,0,49.60781,1.0306482e+06,53.30781,0.0,0.0,0,142
1555,2015-01-01,2006-10-01,99,2006,302863.0,302863.0,1315.2914002490493,0.03233220496741338,360,261,Current,Current,none,0,0.0,0.0,0.0,0,76.287384,397002.75,77.687386,0.0,0.0,0,664
1557,2015-01-01,2001-10-01,159,2001,340602.0,340602.0,1415.8784648268434,0.02890077019609168,360,201,Current,Current,none,0,0.0,0.0,0.0,0,62.631836,543816.06,63.031834,0.0,0.0,0,403
1561,2015-01-01,2009-08-01,65,2009,391819.0,391819.0,1718.0058557845375,0.03309330941179822,360,295,Current,Current,none,0,0.0,0.0,0.0,0,71.87567,545134.4,82.575676,0.0,0.0,0,672
1562,2015-01-01,2006-09-01,100,2006,780898.0,780898.0,3163.132277890178,0.026898740827525476,360,260,Current,Current,none,0,0.0,0.0,0.0,0,85.65498,911678.44,85.75498,0.0,0.0,0,817
1563,2015-01-01,2010-11-01,50,2010,135859.0,135859.0,533.1091248988371,0.024475404286985754,360,310,Current,Current,none,0,0.0,0.0,0.0,0,58.779495,231133.31,63.379498,0.0,0.0,0,363
1566,2015-01-01,2014-09-01,4,2014,120543.0,120543.0,641.4722169014271,0.04923437122690364,360,356,Current,Current,none,0,0.0,0.0,0.0,0,81.988815,147023.72,81.988815,0.0,0.0,0,773
1567,2015-01-01,2000-03-01,178,2000,218757.0,218757.0,1214.1732612252915,0.05295623018677087,360,182,Current,Current,none,0,0.0,0.0,0.0,0,44.497814,491612.94,44.497814,0.0,0.0,0,805
1570,2015-01-01,2006-07-01,102,2006,403418.0,403418.0,1726.609048939811,0.03118006755947998,360,258,Current,Current,none,0,0.0,0.0,0.0,0,86.734085,465120.5,87.33408,0.0,0.0,0,186
1571,2015-01-01,2007-02-01,95,2007,147289.0,147289.0,974.2556900937567,0.02386479667727595,180,85,Current,Current,none,0,0.0,0.0,0.0,0,89.57101,164438.25,90.47101,0.0,0.0,0,762
1572,2015-01-01,2007-05-01,92,2007,411946.0,411946.0,1699.0677170637105,0.028292133099455524,360,268,Current,Current,none,0,0.0,0.0,0.0,0,71.0109,580116.56,71.1109,0.0,0.0,0,810
1573,2015-01-01,2000-12-01,169,2000,187363.0,187363.0,1282.9602159231545,0.028783452845014608,180,11,Current,Current,none,0,0.0,0.0,0.0,0,55.891457,335226.56,57.891457,0.0,0.0,0,249
1574,2015-01-01,2014-08-01,5,2014,286009.0,286009.0,1132.731471515288,0.025178098550606934,360,355,Current,Current,none,0,0.0,0.0,0.0,0,53.68637,532740.44,54.68637,0.0,0.0,0,173
1575,2015-01-01,2013-11-01,14,2013,214008.0,214008.0,1121.677801584445,0.047911229122310134,360,346,Current,Current,none,0,0.0,0.0,0.0,0,87.81433,243705.1,88.31433,0.0,0.0,0,394
1577,2015-01-01,2008-08-01,77,2008,321820.0,321820.0,2538.491552732902,0.04961554215488012,180,103,Current,Current,none,0,0.0,0.0,0.0,0,58.00964,554769.9,58.20964,0.0,0.0,0,330
1579,2015-01-01,2013-05-01,20,2013,171648.0,171648.0,780.0753180411713,0.035967407037576074,360,340,Current,Current,none,0,0.0,0.0,0.0,0,39.79731,431305.53,40.397312,0.0,0.0,0,242
1581,2015-01-01,2014-05-01,8,2014,262434.0,262434.0,1037.5996455512065,0.0250489533266743,360,352,Current,Current,none,0,0.0,0.0,0.0,0,62.407635,420515.88,62.507633,0.0,0.0,0,124
1583,2015-01-01,2011-05-01,44,2011,303627.0,303627.0,1312.4335352007831,0.03196069526244824,360,316,Current,Current,none,0,0.0,0.0,0.0,0,56.62051,536249.1,57.020508,0.0,0.0,0,476
1586,2015-01-01,2003-04-01,141,2003,1085938.0,1.085938e+06,4468.150233510127,0.028105472311820583,360,219,Current,Current,none,0,0.0,0.0,0.0,0,44.351635,2.4484735e+06,48.651634,0.0,0.0,0,520
1587,2015-01-01,2007-12-01,85,2007,498195.0,498195.0,2093.4027602558735,0.029738955847242766,360,275,Current,Current,none,0,0.0,0.0,0.0,0,68.508545,727201.25,68.90855,0.0,0.0,0,553
1588,2015-01-01,2010-07-01,54,2010,144163.0,144163.0,623.182523584432,0.031965159243041906,360,306,Current,Current,none,0,0.0,0.0,0.0,0,73.233574,196853.69,73.233574,0.0,0.0,0,326
1590,2015-01-01,2011-07-01,42,2011,217200.0,217200.0,886.2733778755512,0.02746292604446171,360,318,Current,Current,none,0,0.0,0.0,0.0,0,58.312904,372473.3,61.412903,0.0,0.0,0,497
1591,2015-01-01,2000-05-01,176,2000,424770.0,424770.0,2880.5969735187023,0.027401815721406778,180,4,Current,Current,none,0,0.0,0.0,0.0,0,22.271105,1.9072696e+06,22.571104,0.0,0.0,0,542
1595,2015-01-01,2013-06-01,19,2013,296163.0,296163.0,1637.1783015869407,0.05259566287615434,360,341,Current,Current,none,0,0.0,0.0,0.0,0,82.14592,360532.8,82.745926,0.0,0.0,0,540
1596,2015-01-01,2002-06-01,151,2002,229983.0,229983.0,891.6538575228951,0.02356571403786489,360,209,Current,Current,none,0,0.0,0.0,0.0,0,41.727352,551156.44,42.82735,0.0,0.0,0,506
1602,2015-01-01,2001-07-01,162,2001,313040.0,313040.0,1539.613878922229,0.04248064104112412,360,198,Current,Current,none,0,0.0,0.0,0.0,0,56.34781,555549.56,57.947807,0.0,0.0,0,224
1603,2015-01-01,2010-02-01,59,2010,397832.0,397832.0,1485.4476362748326,0.020750875647326413,360,301,Current,Current,none,0,0.0,0.0,0.0,0,64.457794,617197.6,65.55779,0.0,0.0,0,239
1604,2015-01-01,2007-11-01,86,2007,501867.0,501867.0,1935.1930244234286,0.023155656896961085,360,274,Current,Current,none,0,0.0,0.0,0.0,0,72.601776,691259.94,77.40177,0.0,0.0,0,247
1605,2015-01-01,2008-08-01,77,2008,297462.0,297462.0,1175.7077513378845,0.025024130201005263,360,283,Current,Current,none,0,0.0,0.0,0.0,0,84.00033,354120.03,90.40033,0.0,0.0,0,979
1609,2015-01-01,2010-05-01,56,2010,285520.0,285520.0,1137.779754339756,0.025647171028966183,360,304,Current,Current,none,0,0.0,0.0,0.0,0,54.04316,528318.5,54.743156,0.0,0.0,0,406
1610,2015-01-01,2010-03-01,58,2010,620978.0,620978.0,2601.9483251417682,0.029517849067769508,360,302,Current,Current,none,0,0.0,0.0,0.0,0,73.598595,843736.25,74.098595,0.0,0.0,0,158
1613,2015-01-01,2007-08-01,89,2007,150848.0,150848.0,647.1034302911423,0.03136054129464488,360,271,Current,Current,none,0,0.0,0.0,0.0,0,98.88312,152551.83,99.08312,0.0,0.0,0,386
1614,2015-01-01,2003-07-01,138,2003,211668.0,211668.0,1322.5155284343955,0.0638931643190509,360,222,Current,Current,none,0,0.0,0.0,0.0,0,62.208324,340256.72,62.208324,0.0,0.0,0,169
1616,2015-01-01,2008-05-01,80,2008,207974.0,207974.0,943.1049485633824,0.035791138458285084,360,280,Current,Current,none,0,0.0,0.0,0.0,0,81.080124,256504.3,90.78012,0.0,0.0,0,148
1618,2015-01-01,2011-05-01,44,2011,516334.0,516334.0,4346.572028237861,0.059621632978118844,180,136,Current,Current,none,0,0.0,0.0,0.0,0,63.72981,810192.25,64.02981,0.0,0.0,0,895
1621,2015-01-01,2013-02-01,23,2013,631861.0,631861.0,3482.290375715416,0.05232439160570598,360,337,Current,Current,none,0,0.0,0.0,0.0,0,79.02458,799575.25,79.52458,0.0,0.0,0,709
1626,2015-01-01,2005-02-01,119,2005,166503.0,166503.0,664.226603576375,0.025730179401453633,360,241,Current,Current,none,0,0.0,0.0,0.0,0,80.36343,207187.53,84.06343,0.0,0.0,0,271
1630,2015-01-01,2001-11-01,158,2001,298411.0,298411.0,1951.296387497384,0.022244456138972787,180,22,Current,Current,none,0,0.0,0.0,0.0,0,63.20409,472138.75,88.20409,0.0,0.0,0,444
1632,2015-01-01,2006-01-01,108,2006,156623.0,156623.0,724.8331270981212,0.037442333812948925,360,252,Current,Current,none,0,0.0,0.0,0.0,0,51.345013,305040.34,51.545013,0.0,0.0,0,112
1634,2015-01-01,2004-10-01,123,2004,452863.0,452863.0,1882.5472683429496,0.028900818110906133,360,237,Current,Current,none,0,0.0,0.0,0.0,0,70.424835,643044.44,70.424835,0.0,0.0,0,368
1635,2015-01-01,2012-05-01,32,2012,178182.0,178182.0,786.6416511645432,0.033639017656304185,360,328,Current,Current,none,0,0.0,0.0,0.0,0,74.83178,238110.06,84.23178,0.0,0.0,0,615
1637,2015-01-01,2007-07-01,90,2007,198454.0,198454.0,955.7139930247347,0.04072070961673031,360,270,Current,Current,none,0,0.0,0.0,0.0,0,59.230972,335051.06,59.430973,0.0,0.0,0,226
1639,2015-01-01,2013-07-01,18,2013,139220.0,139220.0,590.5454641342171,0.030477096020136152,360,342,Current,Current,none,0,0.0,0.0,0.0,0,77.790215,178968.53,85.49022,0.0,0.0,0,360
1642,2015-01-01,2014-10-01,3,2014,299072.0,299072.0,1768.6571066461051,0.05872558143275063,360,357,Current,Current,none,0,0.0,0.0,0.0,0,80.822525,370035.47,86.52252,0.0,0.0,0,590
1645,2015-01-01,2008-02-01,83,2008,196187.0,196187.0,978.7050655038836,0.04367845582404187,360,277,Current,Current,none,0,0.0,0.0,0.0,0,77.14929,254295.28,85.74929,0.0,0.0,0,259
1646,2015-01-01,2005-03-01,118,2005,678696.0,678696.0,3779.0971970833025,0.0532434388079446,360,242,Current,Current,none,0,0.0,0.0,0.0,0,76.72934,884532.6,79.72934,0.0,0.0,0,518
1648,2015-01-01,2007-02-01,95,2007,392949.0,392949.0,1844.6120919706711,0.03860846285180259,360,265,Current,Current,none,0,0.0,0.0,0.0,0,91.876144,427694.25,91.876144,0.0,0.0,0,197
1649,2015-01-01,2008-06-01,79,2008,345927.0,345927.0,1453.947257919352,0.029758864874070014,360,281,Current,Current,none,0,0.0,0.0,0.0,0,78.64214,439874.84,80.042145,0.0,0.0,0,127
1650,2015-01-01,2000-10-01,171,2000,423834.0,423834.0,2688.550736280789,0.018,180,9,Current,Current,none,0,0.0,0.0,0.0,0,35.77357,1.1847685e+06,43.57357,0.0,0.0,0,599
1652,2015-01-01,2006-10-01,99,2006,210754.0,210754.0,758.078967363546,0.018,360,261,Current,Current,none,0,0.0,0.0,0.0,0,68.647575,307008.66,68.84757,0.0,0.0,0,261
1653,2015-01-01,2006-06-01,103,2006,338973.0,338973.0,1306.1099283601395,0.023100065512361795,360,257,Current,Current,none,0,0.0,0.0,0.0,0,75.492966,449012.7,76.69297,0.0,0.0,0,988
1656,2015-01-01,2006-02-01,107,2006,179559.0,179559.0,689.654096132612,0.0228594774838737,360,253,Current,Current,none,0,0.0,0.0,0.0,0,63.873497,281116.6,64.973495,0.0,0.0,0,942
1659,2015-01-01,2011-07-01,42,2011,128475.0,128475.0,588.9943825776654,0.03667568517341929,360,318,Current,Current,none,0,0.0,0.0,0.0,0,67.475136,190403.47,77.37514,0.0,0.0,0,950
1665,2015-01-01,2008-10-01,75,2008,565044.0,565044.0,3120.910829940294,0.052520484393059286,360,285,Current,Current,none,0,0.0,0.0,0.0,0,78.800156,717059.5,79.90016,0.0,0.0,0,418
1669,2015-01-01,2011-12-01,37,2011,140979.0,140979.0,682.4133297951861,0.04114728875809746,360,323,Current,Current,none,0,0.0,0.0,0.0,0,71.79269,196369.58,74.59269,0.0,0.0,0,143
1673,2015-01-01,2000-09-01,172,2000,397025.0,397025.0,1450.6729579236678,0.01915048421033864,360,188,Current,Current,none,0,0.0,0.0,0.0,0,50.98079,778773.75,67.98079,0.0,0.0,0,525
1675,2015-01-01,2002-06-01,151,2002,420084.0,420084.0,1603.6837031561051,0.02240330562023073,360,209,Current,Current,none,0,0.0,0.0,0.0,0,51.368065,817792.2,51.368065,0.0,0.0,0,397
1677,2015-01-01,2003-01-01,144,2003,271582.0,271582.0,1905.73817093075,0.032304175368594604,180,36,Current,Current,none,0,0.0,0.0,0.0,0,63.200638,429714.03,75.70064,0.0,0.0,0,639
1679,2015-01-01,2008-06-01,79,2008,235554.0,235554.0,1312.3207889203252,0.053292264110824064,360,281,Current,Current,none,0,0.0,0.0,0.0,0,64.51661,365105.97,65.116615,0.0,0.0,0,139
1686,2015-01-01,2010-02-01,59,2010,158207.0,158207.0,583.001109433675,0.019776987613529407,360,301,Current,Current,none,0,0.0,0.0,0.0,0,51.8072,305376.47,51.9072,0.0,0.0,0,593
1688,2015-01-01,2005-05-01,116,2005,295045.0,295045.0,1184.9914302801758,0.026246229772615898,360,244,Current,Current,none,0,0.0,0.0,0.0,0,93.63125,315113.8,104.63125,0.0,0.0,0,176
1689,2015-01-01,2012-09-01,28,2012,407930.0,407930.0,1681.1896580213768,0.028231652777319073,360,332,Current,Current,none,0,0.0,0.0,0.0,0,74.07086,550729.4,74.17086,0.0,0.0,0,721
1691,2015-01-01,2014-09-01,4,2014,326390.0,326390.0,1481.5440187523889,0.035870562135241646,360,356,Current,Current,none,0,0.0,0.0,0.0,0,59.353867,549905.2,61.653866,0.0,0.0,0,451
1693,2015-01-01,2012-11-01,26,2012,150230.0,150230.0,627.990878724849,0.02933381038835017,360,334,Current,Current,none,0,0.0,0.0,0.0,0,70.48986,213122.84,78.88986,0.0,0.0,0,288
1696,2015-01-01,2002-12-01,145,2002,238006.0,238006.0,1361.7730378834774,0.05569530706642232,360,215,Current,Current,none,0,0.0,0.0,0.0,0,62.570137,380382.75,67.670135,0.0,0.0,0,620
1702,2015-01-01,2012-03-01,34,2012,156708.0,156708.0,842.4323031094588,0.0501241967100478,360,326,Current,Current,none,0,0.0,0.0,0.0,0,43.887466,357067.78,44.287468,0.0,0.0,0,242
1709,2015-01-01,2006-12-01,97,2006,84764.0,84764.0,338.0405817117771,0.025706143406027532,360,263,Current,Current,none,0,0.0,0.0,0.0,0,56.104824,151081.48,65.00483,0.0,0.0,0,421
1711,2015-01-01,2011-04-01,45,2011,372738.0,372738.0,1401.8422814796418,0.021287928550020693,360,315,Current,Current,none,0,0.0,0.0,0.0,0,61.10912,609954.8,62.60912,0.0,0.0,0,812
1713,2015-01-01,2009-10-01,63,2009,601741.0,601741.0,2354.551173130559,0.024261072860977853,360,297,Current,Current,none,0,0.0,0.0,0.0,0,65.87644,913438.8,82.47644,0.0,0.0,0,224
1716,2015-01-01,2006-07-01,102,2006,124258.0,124258.0,465.3393975967964,0.020971098899332935,360,258,Current,Current,none,0,0.0,0.0,0.0,0,85.73459,144933.34,107.434586,0.0,0.0,0,626
1717,2015-01-01,2010-04-01,57,2010,160841.0,160841.0,804.6478768111198,0.04391777902147703,360,303,Current,Current,none,0,0.0,0.0,0.0,0,73.91043,217616.11,76.61043,0.0,0.0,0,517
1720,2015-01-01,2006-08-01,101,2006,752486.0,752486.0,3394.1694106946766,0.035360742214329235,360,259,Current,Current,none,0,0.0,0.0,0.0,0,88.52457,850030.7,92.42457,0.0,0.0,0,816
1721,2015-01-01,2007-02-01,95,2007,314098.0,314098.0,1558.419867252526,0.04321882543527738,360,265,Current,Current,none,0,0.0,0.0,0.0,0,75.41089,416515.47,75.41089,0.0,0.0,0,348
1723,2015-01-01,2005-04-01,117,2005,404236.0,404236.0,2723.7267740575303,0.026483718330166158,180,63,Current,Current,none,0,0.0,0.0,0.0,0,65.602875,616186.44,65.602875,0.0,0.0,0,218
1724,2015-01-01,2004-08-01,125,2004,188716.0,188716.0,969.7632814195024,0.04620570285563238,360,235,Current,Current,none,0,0.0,0.0,0.0,0,86.701385,217662.03,90.701385,0.0,0.0,0,975
1727,2015-01-01,2005-08-01,113,2005,284061.0,284061.0,1167.640582483305,0.028029776904586638,360,247,Current,Current,none,0,0.0,0.0,0.0,0,80.8554,351319.75,81.555405,0.0,0.0,0,276
1729,2015-01-01,2012-03-01,34,2012,152768.0,152768.0,582.1939184163147,0.022274463421787023,360,326,Current,Current,none,0,0.0,0.0,0.0,0,48.05555,317898.78,74.25555,0.0,0.0,0,291
1730,2015-01-01,2014-06-01,7,2014,143004.0,143004.0,1106.3741210160943,0.04669152898179444,180,173,Current,Current,none,0,0.0,0.0,0.0,0,78.883865,181284.23,80.78386,0.0,0.0,0,100
1731,2015-01-01,2008-07-01,78,2008,662222.0,662222.0,2382.002571364824,0.018,360,282,Current,Current,none,0,0.0,0.0,0.0,0,62.50386,1.0594898e+06,63.20386,0.0,0.0,0,557
1732,2015-01-01,2008-07-01,78,2008,63697.0,63697.0,331.4427905197033,0.04728344875251068,360,282,Current,Current,none,0,0.0,0.0,0.0,0,76.85882,82875.336,81.25882,0.0,0.0,0,880
1737,2015-01-01,2002-02-01,155,2002,115890.0,115890.0,508.1355962972445,0.03309230336905331,360,205,Current,Current,none,0,0.0,0.0,0.0,0,29.329477,395131.5,30.129477,0.0,0.0,0,440
1742,2015-01-01,2010-04-01,57,2010,413389.0,413389.0,1486.9540138713803,0.018,360,303,Current,Current,none,0,0.0,0.0,0.0,0,45.395874,910631.2,50.395874,0.0,0.0,0,710
1743,2015-01-01,2004-11-01,122,2004,143954.0,143954.0,517.8003723196329,0.018,360,238,Current,Current,none,0,0.0,0.0,0.0,0,59.310894,242710.9,59.51089,0.0,0.0,0,268
1744,2015-01-01,2010-10-01,51,2010,270620.0,270620.0,1409.0677905736597,0.047339661003582376,360,309,Current,Current,none,0,0.0,0.0,0.0,0,37.625954,719237.56,37.725956,0.0,0.0,0,324
1745,2015-01-01,2004-07-01,126,2004,169653.0,169653.0,746.1859962498187,0.033340156411897276,360,234,Current,Current,none,0,0.0,0.0,0.0,0,64.05839,264841.2,64.05839,0.0,0.0,0,424
1746,2015-01-01,2008-06-01,79,2008,596055.0,596055.0,3101.4366076661813,0.04728085655160528,360,281,Current,Current,none,0,0.0,0.0,0.0,0,69.12494,862286.44,70.82494,0.0,0.0,0,438
1748,2015-01-01,2006-04-01,105,2006,86119.0,86119.0,568.3981347979858,0.02355636362924051,180,75,Current,Current,none,0,0.0,0.0,0.0,0,66.176476,130135.375,66.176476,0.0,0.0,0,490
1749,2015-01-01,2006-10-01,99,2006,224921.0,224921.0,809.0374532316165,0.018,360,261,Current,Current,none,0,0.0,0.0,0.0,0,96.88165,232160.56,97.38165,0.0,0.0,0,453
1754,2015-01-01,2005-05-01,116,2005,476604.0,476604.0,1959.1335282624273,0.02803134060802048,360,244,Current,Current,none,0,0.0,0.0,0.0,0,93.01928,512371.2,94.81928,0.0,0.0,0,219
1756,2015-01-01,2006-06-01,103,2006,166628.0,166628.0,711.8887886712627,0.03103976139818925,360,257,Current,Current,none,0,0.0,0.0,0.0,0,68.60979,242863.31,68.60979,0.0,0.0,0,644
1757,2015-01-01,2012-08-01,29,2012,233972.0,233972.0,1073.2009986257308,0.036717707468102045,360,331,Current,Current,none,0,0.0,0.0,0.0,0,72.76967,321524.06,72.969666,0.0,0.0,0,370
1759,2015-01-01,2004-04-01,129,2004,465706.0,465706.0,1940.7717491372955,0.02909475400847166,360,231,Current,Current,none,0,0.0,0.0,0.0,0,73.07681,637282.9,73.97681,0.0,0.0,0,997
1760,2015-01-01,2005-10-01,111,2005,91236.0,91236.0,592.0534874277164,0.06754921911422253,360,249,Current,Current,none,0,0.0,0.0,0.0,0,92.9095,98198.79,114.0095,0.0,0.0,0,703
1764,2015-01-01,2010-06-01,55,2010,502044.0,502044.0,2229.905497383247,0.03412332943373969,360,305,Current,Current,none,0,0.0,0.0,0.0,0,57.931236,866620.56,58.03124,0.0,0.0,0,472
1765,2015-01-01,2013-06-01,19,2013,399144.0,399144.0,1577.0323742990438,0.024996675697193625,360,341,Current,Current,none,0,0.0,0.0,0.0,0,76.78244,519837.6,76.88245,0.0,0.0,0,634
1766,2015-01-01,2012-10-01,27,2012,507787.0,507787.0,1826.5021997240049,0.018,360,333,Current,Current,none,0,0.0,0.0,0.0,0,51.874054,978884.3,56.974056,0.0,0.0,0,681
1767,2015-01-01,2006-01-01,108,2006,121065.0,121065.0,800.0107376262805,0.023726493127253348,180,72,Current,Current,none,0,0.0,0.0,0.0,0,87.24301,138767.56,87.24301,0.0,0.0,0,726
1768,2015-01-01,2003-09-01,136,2003,273286.0,273286.0,1303.7642930100535,0.039940017050565366,360,224,Current,Current,none,0,0.0,0.0,0.0,0,55.08438,496122.47,61.184383,0.0,0.0,0,577
1772,2015-01-01,2013-06-01,19,2013,210694.0,210694.0,757.863148266201,0.018,360,341,Current,Current,none,0,0.0,0.0,0.0,0,66.71416,315816.03,66.814156,0.0,0.0,0,237
1773,2015-01-01,2011-05-01,44,2011,275658.0,275658.0,1950.3405470738533,0.03349646113926217,180,136,Current,Current,none,0,0.0,0.0,0.0,0,47.14144,584746.7,47.24144,0.0,0.0,0,904
1778,2015-01-01,2000-05-01,176,2000,788532.0,788532.0,3399.298315414036,0.03174840745153625,360,184,Current,Current,none,0,0.0,0.0,0.0,0,55.397034,1.4234192e+06,59.497032,0.0,0.0,0,804
1779,2015-01-01,2012-02-01,35,2012,397495.0,397495.0,1565.8112064755187,0.02476876733376735,360,325,Current,Current,none,0,0.0,0.0,0.0,0,60.855553,653177.9,69.755554,0.0,0.0,0,690
1782,2015-01-01,2002-10-01,147,2002,319612.0,319612.0,2287.707574494533,0.03518197157649477,180,33,Current,Current,none,0,0.0,0.0,0.0,0,59.33942,538616.7,60.539417,0.0,0.0,0,706
1783,2015-01-01,2002-07-01,150,2002,223728.0,223728.0,926.6939016853481,0.028621436409268963,360,210,Current,Current,none,0,0.0,0.0,0.0,0,40.254593,555782.56,40.85459,0.0,0.0,0,376
1784,2015-01-01,2006-04-01,105,2006,359933.0,359933.0,2475.6343497673215,0.029421800664232417,180,75,Current,Current,none,0,0.0,0.0,0.0,0,67.28126,534967.7,67.28126,0.0,0.0,0,827
